PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9179,40,Female,Europe,Action,1.354730944210508,0,Easy,16,47,61,7,Medium
9180,17,Male,Europe,Sports,6.574572253509393,0,Easy,18,20,23,19,Medium
9181,33,Female,Europe,Sports,18.321743627753676,0,Easy,6,149,16,17,Medium
9182,34,Male,Europe,Strategy,3.216007888051876,0,Easy,13,50,10,2,Medium
9183,46,Male,Europe,Sports,13.631729677404424,0,Easy,14,10,64,39,Low
9186,32,Female,Europe,RPG,3.85561961786126,0,Medium,14,128,79,24,High
9188,25,Female,Europe,RPG,2.974934186662944,0,Easy,1,71,49,48,Low
9199,15,Male,Europe,RPG,3.146993267598288,0,Medium,3,57,50,14,Low
9200,26,Female,Europe,RPG,14.448485059584431,0,Hard,5,175,75,7,Medium
9202,46,Female,Europe,RPG,9.581422959226586,0,Easy,16,84,26,29,Medium
9205,33,Female,Europe,Strategy,20.25525908465932,0,Easy,12,125,54,26,High
9208,34,Male,Europe,Action,7.61448463495335,0,Easy,3,33,10,35,Low
9211,38,Male,Europe,RPG,18.55274687578926,0,Medium,2,93,30,20,Low
9216,39,Male,Europe,RPG,22.499660632378887,1,Easy,18,109,92,28,High
9221,32,Male,Europe,Action,2.087579756279476,0,Medium,18,179,42,3,High
9228,28,Male,Europe,Action,9.398654752872655,0,Easy,2,121,82,19,Low
9231,22,Male,Europe,Action,10.707680703625662,0,Easy,1,140,81,30,Low
9234,31,Male,Europe,Simulation,12.409088586391764,1,Easy,11,87,88,34,Medium
9236,26,Male,Europe,Action,4.381658634610372,0,Easy,3,68,5,2,Low
9240,22,Male,Europe,Sports,4.129688542183922,0,Hard,1,122,90,42,Medium
9241,41,Female,Europe,Strategy,9.98472880220081,1,Easy,12,61,88,42,Medium
9253,31,Male,Europe,Simulation,16.269288222360863,0,Easy,17,52,94,9,Medium
9261,45,Male,Europe,Sports,17.769281534284076,1,Medium,18,66,47,0,Medium
9262,49,Female,Europe,RPG,14.95271715871735,0,Medium,17,65,5,47,Medium
9263,47,Male,Europe,RPG,12.58329193982178,0,Easy,9,140,7,36,Low
9274,46,Male,Europe,Strategy,20.18244181720525,1,Easy,8,92,95,49,Medium
9278,41,Female,Europe,RPG,11.35633640163417,0,Easy,10,87,77,38,Medium
9279,16,Male,Europe,Action,3.895109261990803,0,Easy,0,24,50,36,Low
9280,40,Male,Europe,Action,10.770777307401689,1,Hard,1,145,60,25,High
9286,49,Male,Europe,Simulation,19.087594402169337,0,Easy,8,87,13,28,Medium
9292,15,Male,Europe,Simulation,18.29624062103009,0,Hard,12,56,80,46,Medium
9298,29,Female,Europe,Sports,5.56651790820465,0,Easy,11,107,93,46,Medium
9299,42,Male,Europe,RPG,8.241367744070885,0,Hard,18,107,76,8,High
9307,36,Female,Europe,Strategy,12.822161146387412,0,Medium,7,156,81,34,Medium
9310,47,Male,Europe,Sports,8.89797030896645,1,Easy,5,46,81,38,Medium
9317,49,Male,Europe,Strategy,12.627876247456744,0,Hard,10,69,53,6,Medium
9320,44,Male,Europe,Action,14.545053346162703,0,Hard,6,160,77,48,Medium
9321,33,Male,Europe,Simulation,13.533127389468111,0,Easy,12,21,75,6,Low
9322,31,Male,Europe,RPG,4.511941869479098,0,Medium,1,166,28,37,Low
9323,33,Female,Europe,Action,2.05998476913324,0,Medium,9,56,38,7,Medium
9325,40,Female,Europe,RPG,18.566875058307996,1,Hard,14,94,47,47,High
9327,37,Female,Europe,Simulation,1.87239868483685,0,Medium,15,23,86,27,Medium
9329,26,Male,Europe,Action,9.623277972010987,0,Easy,16,66,95,44,Medium
9330,15,Female,Europe,Strategy,17.64640284504673,0,Hard,16,96,96,41,High
9332,48,Female,Europe,Action,3.3882897913240946,0,Hard,8,87,82,44,Medium
9334,39,Female,Europe,Action,3.5631172220619085,0,Hard,4,114,75,25,Medium
9337,19,Male,Europe,Sports,6.207654393071627,1,Easy,14,161,27,40,High
9340,17,Male,Europe,Simulation,7.51951419247216,0,Medium,4,151,15,22,Medium
9347,42,Female,Europe,Action,18.02374609753016,0,Easy,7,32,98,32,Medium
9349,44,Female,Europe,Simulation,10.084186467852955,0,Hard,4,92,21,19,Medium
9352,30,Female,Europe,Strategy,19.77530022721909,1,Medium,9,41,84,15,Medium
9353,40,Male,Europe,Strategy,14.872138443330137,0,Easy,17,34,46,12,Medium
9355,35,Female,Europe,Sports,18.62241804792887,0,Medium,17,124,23,27,High
9361,48,Male,Europe,Sports,21.64075000805078,0,Medium,2,122,26,10,Low
9363,24,Male,Europe,Simulation,8.543790282892141,1,Hard,1,126,50,13,Low
9364,33,Female,Europe,Simulation,8.54237760564358,0,Hard,13,101,50,4,Medium
9368,18,Female,Europe,Sports,22.979725250776887,0,Hard,8,49,28,15,Medium
9369,30,Female,Europe,Sports,9.41534029766778,0,Medium,5,52,69,3,Low
9382,26,Male,Europe,Strategy,17.075552425217086,0,Hard,4,90,66,16,Medium
9383,17,Male,Europe,RPG,17.081753511092998,1,Hard,16,153,4,33,High
9387,43,Female,Europe,Strategy,19.99388412818142,1,Medium,12,121,37,15,Low
9389,26,Female,Europe,Action,15.786657748304243,1,Hard,9,96,20,26,Medium
9395,40,Male,Europe,Sports,19.174123988182597,0,Easy,16,128,42,8,High
9398,40,Male,Europe,RPG,15.282489979569853,0,Easy,19,18,48,2,Medium
9402,21,Male,Europe,Sports,19.77525339825399,1,Medium,3,107,97,21,Medium
9408,24,Male,Europe,Strategy,15.705880171641446,1,Hard,18,169,23,49,High
9410,38,Male,Europe,Action,13.996538698002006,0,Easy,1,176,99,16,Low
9415,38,Male,Europe,Strategy,17.85888209280073,1,Easy,8,108,92,1,Medium
9422,49,Male,Europe,Action,19.345724988721077,0,Easy,2,73,79,8,Low
9426,39,Female,Europe,RPG,6.85949354291406,0,Medium,18,20,33,22,Medium
9428,27,Male,Europe,RPG,2.496827497426061,0,Medium,5,157,21,35,Medium
9432,26,Female,Europe,Strategy,17.483499750536197,1,Medium,6,118,53,8,Medium
9435,42,Male,Europe,RPG,4.069734218555131,0,Easy,13,77,38,3,Medium
9437,45,Male,Europe,Sports,8.46101757670953,0,Easy,13,119,54,36,High
9438,33,Female,Europe,Simulation,16.077229844979442,0,Easy,16,60,5,37,Medium
9441,49,Male,Europe,Action,5.923959632981009,1,Medium,4,58,81,9,Low
9443,39,Female,Europe,RPG,20.573639703216003,0,Medium,11,136,92,0,High
9447,28,Female,Europe,Strategy,9.042405256726047,0,Medium,14,139,43,30,High
9448,45,Male,Europe,RPG,0.2454177125196492,0,Easy,13,41,1,37,Medium
9453,25,Female,Europe,Action,3.280334941351591,1,Medium,13,54,96,45,Medium
9454,32,Male,Europe,Sports,21.826607846312186,0,Easy,10,10,28,45,Low
9455,26,Male,Europe,Sports,5.840239040582876,0,Medium,14,62,32,24,Medium
9456,23,Male,Europe,Simulation,2.606350780842366,0,Hard,11,131,35,28,High
9457,24,Female,Europe,Sports,19.47356511490324,0,Easy,17,52,47,5,Medium
9459,21,Female,Europe,Sports,3.5797673622987025,0,Medium,17,49,20,22,Medium
9463,16,Male,Europe,RPG,15.712134891899009,1,Hard,9,107,11,40,Medium
9465,43,Female,Europe,Strategy,16.015709473348025,0,Easy,17,158,36,27,High
9466,33,Male,Europe,Sports,23.573440217351703,0,Medium,2,149,51,45,Medium
9469,36,Female,Europe,RPG,15.63312013373693,0,Easy,16,160,63,44,High
9471,21,Male,Europe,Simulation,19.177343750568543,0,Medium,16,91,20,31,High
9472,39,Male,Europe,Simulation,17.281942570838442,0,Medium,4,21,10,0,Low
9474,20,Male,Europe,Action,22.91669598281624,0,Easy,12,33,26,45,Medium
9475,45,Male,Europe,Simulation,23.8649459863722,0,Medium,11,96,58,45,Medium
9482,27,Male,Europe,Sports,19.184418422421224,0,Hard,19,88,23,13,High
9484,34,Male,Europe,Action,11.576827161506731,0,Easy,5,133,63,21,High
9487,15,Male,Europe,Strategy,3.725990736414341,0,Easy,12,54,51,30,Medium
9491,39,Male,Europe,Simulation,4.2540654357984335,0,Hard,8,122,94,31,Medium
9493,20,Female,Europe,Action,15.837972063038876,0,Easy,15,98,74,13,High
9499,49,Female,Europe,RPG,14.56882246016392,0,Medium,11,62,73,8,Medium
9500,33,Male,Europe,Simulation,2.908224143096355,0,Easy,7,112,62,2,Medium
9506,15,Female,Europe,Sports,19.93279042574814,0,Medium,10,128,91,46,High
9507,17,Male,Europe,Action,21.8057832978956,1,Easy,19,79,36,45,High
9511,26,Male,Europe,Sports,12.16373347573619,0,Medium,18,20,23,4,Medium
9513,46,Female,Europe,Strategy,21.74959375873672,1,Hard,7,96,57,8,Medium
9515,22,Male,Europe,Action,3.584719640473388,1,Medium,15,73,47,18,Medium
9520,42,Female,Europe,RPG,5.558359804768916,0,Easy,9,75,56,46,Medium
9521,40,Female,Europe,Simulation,18.295548793209807,0,Medium,1,123,87,23,Low
9526,31,Male,Europe,Simulation,6.843350915161485,0,Medium,11,100,91,6,Medium
9528,47,Female,Europe,Action,14.110237188843652,0,Hard,16,83,67,15,Medium
9530,27,Male,Europe,Strategy,20.2818854005252,1,Easy,6,87,25,14,Medium
9531,42,Female,Europe,Sports,10.565529683279946,0,Medium,11,121,27,11,Medium
9534,49,Female,Europe,Simulation,22.980465512973296,1,Medium,2,138,11,13,Low
9535,20,Male,Europe,Sports,3.839630266418263,0,Medium,16,35,42,47,Medium
9536,32,Male,Europe,Action,17.62913493562263,0,Easy,8,147,7,11,Medium
9540,24,Female,Europe,Action,10.878889159256822,0,Easy,17,86,92,45,Medium
9543,47,Male,Europe,Sports,14.32990368125079,0,Easy,7,166,28,4,Low
9545,32,Female,Europe,Strategy,11.643100313840163,0,Hard,19,121,32,26,High
9547,25,Male,Europe,RPG,12.968775610005157,0,Easy,17,81,37,24,Medium
9548,35,Male,Europe,RPG,23.028692169507448,0,Hard,14,45,88,42,Medium
9549,40,Male,Europe,Sports,23.68354602658517,0,Easy,9,36,78,35,Medium
9550,39,Male,Europe,Simulation,12.11606921354355,0,Hard,3,179,53,13,Medium
9557,15,Female,Europe,Simulation,1.9504629124973087,1,Hard,17,109,83,6,High
9563,45,Female,Europe,Simulation,13.82705640576281,1,Medium,12,55,3,23,Medium
9564,19,Female,Europe,Sports,1.88619065287816,0,Easy,15,40,1,40,Medium
9571,35,Female,Europe,Simulation,14.212169403993986,1,Easy,12,178,41,20,High
9575,27,Female,Europe,Sports,18.395889337811564,0,Medium,7,164,97,23,Medium
9577,15,Female,Europe,RPG,18.364755247527945,0,Hard,6,150,77,7,Medium
9582,22,Male,Europe,Action,18.394317228743148,1,Medium,4,73,93,5,Low
9583,40,Male,Europe,Strategy,14.058558740342647,0,Easy,0,34,24,19,Low
9586,26,Female,Europe,Simulation,23.226696478225115,0,Medium,16,24,83,18,Medium
9607,29,Female,Europe,Simulation,15.950668863259333,0,Hard,4,113,60,24,Medium
9610,19,Female,Europe,Sports,6.173292727431181,0,Medium,6,54,14,46,Medium
9617,34,Female,Europe,Simulation,13.77925952304942,0,Easy,5,171,75,12,Medium
9619,19,Male,Europe,Action,13.738267429493812,1,Easy,9,97,91,42,Medium
9622,16,Male,Europe,Strategy,21.255131406958807,0,Hard,0,132,33,12,Low
9623,27,Female,Europe,Simulation,3.933242681331241,0,Medium,15,77,29,19,Medium
9625,37,Male,Europe,Action,8.865600767186226,0,Medium,19,119,40,44,Medium
9634,17,Female,Europe,RPG,21.08394805708685,0,Easy,9,43,72,42,Medium
9635,46,Female,Europe,Simulation,21.44756859762446,0,Medium,16,81,62,21,Medium
9642,19,Male,Europe,Strategy,15.508513615794918,0,Easy,15,158,28,11,High
9648,15,Male,Europe,RPG,7.949904935973686,0,Easy,3,145,76,43,Medium
9657,40,Female,Europe,Sports,6.9432322759819565,0,Easy,2,170,89,33,Medium
9663,22,Female,Europe,Action,8.250009239417242,0,Medium,15,95,25,14,High
9666,36,Female,Europe,Strategy,11.314075671933043,0,Easy,19,95,18,20,High
9669,42,Male,Europe,RPG,15.679730866462071,0,Hard,2,117,22,38,Low
9671,28,Male,Europe,Action,18.88756691422668,0,Easy,16,13,24,19,Low
9674,40,Female,Europe,RPG,8.048988860442137,0,Medium,16,101,5,27,High
9677,17,Male,Europe,RPG,20.53825451373758,0,Hard,10,83,95,24,Medium
9679,32,Male,Europe,RPG,8.213238621992058,0,Medium,11,140,66,20,High
9688,39,Female,Europe,Simulation,3.6158267165880353,1,Easy,13,43,75,30,Medium
9691,34,Male,Europe,RPG,2.603337410892636,1,Easy,18,105,10,20,High
9692,39,Male,Europe,Simulation,5.668288221401342,0,Hard,18,175,47,42,High
9703,48,Female,Europe,Sports,6.598004722908521,0,Medium,16,111,6,28,High
9706,36,Male,Europe,Simulation,19.874095955573917,0,Medium,8,120,58,22,Medium
9708,20,Female,Europe,Simulation,18.24027167455384,0,Easy,2,169,92,29,Medium
9709,20,Male,Europe,RPG,14.473854802113143,0,Medium,14,25,80,35,Medium
9710,18,Male,Europe,Action,17.79551234505565,0,Hard,3,25,58,14,Low
9711,44,Male,Europe,Action,17.283950781152992,0,Hard,11,159,58,19,High
9712,25,Female,Europe,Strategy,3.427383126750245,1,Easy,5,118,82,23,Medium
9715,38,Male,Europe,Simulation,10.939299590608226,1,Easy,16,91,43,2,High
9719,38,Male,Europe,Action,21.96801427442605,0,Medium,16,99,41,8,High
9725,25,Male,Europe,Simulation,5.476402827779431,0,Hard,19,160,34,29,High
9731,29,Male,Europe,Strategy,9.055233910302622,0,Easy,7,132,9,12,Medium
9735,19,Male,Europe,RPG,7.82549272404655,1,Easy,1,22,8,31,Low
9739,33,Male,Europe,RPG,0.3963048185934053,0,Medium,16,53,32,48,High
9742,34,Female,Europe,RPG,3.8317147413979233,0,Easy,12,131,25,49,High
9751,20,Male,Europe,Simulation,11.617422861087189,1,Medium,10,126,54,14,Medium
9754,37,Male,Europe,Action,22.203544025336875,0,Easy,7,164,85,40,Medium
9758,16,Male,Europe,Action,11.28535707922808,0,Hard,6,56,58,33,Medium
9762,31,Female,Europe,Action,3.2907419055066773,0,Medium,10,101,65,31,Medium
9764,25,Female,Europe,Strategy,18.001090001271933,0,Hard,19,113,84,16,High
9767,49,Female,Europe,Strategy,0.3866887474669447,0,Easy,15,34,42,10,Medium
9769,45,Male,Europe,Sports,19.546222559678554,0,Hard,2,175,74,15,Low
9770,19,Female,Europe,Simulation,17.60879507751595,0,Medium,15,41,18,2,Medium
9774,48,Female,Europe,Sports,11.024435219417054,1,Easy,5,20,88,15,Low
9775,26,Female,Europe,Strategy,21.05430153410132,0,Easy,4,83,29,0,Low
9783,28,Female,Europe,Strategy,16.960771350051413,0,Easy,6,82,47,43,Medium
9786,35,Male,Europe,Simulation,13.607351402874947,0,Easy,14,24,47,10,Medium
9787,19,Male,Europe,Simulation,21.361176454057286,1,Easy,10,24,34,9,Low
9791,18,Male,Europe,RPG,11.085521684643032,0,Hard,5,49,15,46,Low
9795,22,Male,Europe,Strategy,2.5509693577957115,0,Easy,5,125,64,47,Medium
9796,28,Male,Europe,Sports,11.307617473221104,0,Easy,13,46,88,47,Medium
9798,47,Male,Europe,RPG,7.187139088612242,0,Hard,12,148,1,16,High
9802,39,Female,Europe,RPG,15.813398757675529,1,Hard,7,148,46,44,Medium
9805,16,Male,Europe,Strategy,6.018734392996659,0,Easy,15,60,89,22,Medium
9810,21,Female,Europe,Action,18.24983369740533,1,Easy,3,33,74,6,Low
9811,22,Male,Europe,Sports,18.528482378795744,0,Medium,1,135,11,17,Low
9812,29,Male,Europe,Sports,4.973499959009259,1,Easy,4,39,80,20,Low
9815,44,Male,Europe,RPG,2.4986038671376933,1,Easy,15,148,51,25,High
9817,43,Male,Europe,Action,14.591324510283613,0,Hard,5,48,7,46,Low
9821,18,Male,Europe,Strategy,8.996783898127987,0,Hard,7,25,80,27,Low
9826,24,Male,Europe,Simulation,17.77775970277766,0,Easy,0,59,80,45,Low
9830,38,Female,Europe,Action,14.445594315110243,0,Easy,17,166,1,36,High
9831,29,Female,Europe,Sports,16.73859151106582,0,Easy,8,98,91,19,Medium
9834,19,Male,Europe,Sports,2.097569597088069,0,Easy,15,174,68,44,High
9838,16,Male,Europe,Strategy,21.59582973385812,0,Easy,14,177,2,16,High
9840,45,Female,Europe,Action,23.130869669728224,1,Hard,8,85,7,37,Medium
9845,25,Male,Europe,RPG,10.593193899777472,1,Medium,17,30,72,42,Medium
9848,22,Male,Europe,Action,12.580117271661464,0,Hard,9,55,16,0,Medium
9851,26,Male,Europe,Sports,12.179754895480926,0,Hard,11,93,6,48,Medium
9852,40,Male,Europe,Action,2.3911158670690584,1,Easy,18,80,71,33,High
9855,39,Female,Europe,Sports,23.42718561690937,0,Easy,5,38,14,28,Low
9863,23,Male,Europe,RPG,17.160370120510546,1,Easy,16,178,63,37,High
9864,43,Male,Europe,RPG,19.41524173853116,0,Medium,14,149,45,17,High
9866,36,Female,Europe,Simulation,0.1116128423286335,0,Medium,4,172,7,32,Medium
9869,15,Male,Europe,Action,12.781835445434243,0,Easy,14,177,45,32,High
9882,40,Female,Europe,Strategy,22.458230211666223,0,Medium,14,38,69,29,Medium
9883,25,Male,Europe,RPG,21.164578245119657,1,Easy,13,173,92,7,High
9885,21,Female,Europe,Action,22.77844088316484,0,Hard,13,23,94,17,Medium
9887,41,Male,Europe,Simulation,3.838463017371312,0,Easy,15,17,70,12,High
9889,41,Male,Europe,Sports,16.79969847269012,0,Easy,19,71,27,23,Medium
9891,38,Male,Europe,Action,13.213191122842794,1,Hard,17,134,46,34,High
9893,21,Male,Europe,Sports,2.382689378282314,0,Hard,17,85,77,26,High
9894,20,Female,Europe,Action,16.842214604394172,0,Easy,9,93,6,14,Medium
9899,40,Male,Europe,Simulation,5.499127360337354,0,Medium,10,40,47,37,Medium
9901,35,Male,Europe,Sports,18.293779129525223,0,Easy,7,136,49,2,Medium
9902,21,Male,Europe,Action,7.886131586893992,0,Easy,7,116,43,8,Medium
9907,42,Female,Europe,Simulation,21.07297400360894,0,Easy,15,143,54,4,High
9913,37,Male,Europe,Simulation,2.107041699023217,0,Easy,11,42,73,12,Medium
9914,33,Female,Europe,Action,20.84770907016529,0,Easy,15,92,68,5,Medium
9925,16,Male,Europe,Simulation,19.447133209241866,0,Hard,2,28,32,23,Low
9932,17,Female,Europe,Sports,8.741944783884993,0,Easy,5,112,98,37,Medium
9933,46,Male,Europe,Action,20.465793805066237,0,Medium,11,72,13,46,Medium
9937,48,Male,Europe,Strategy,7.5703969270370175,1,Medium,10,145,40,48,High
9938,47,Female,Europe,Strategy,0.2619626537678909,0,Easy,7,66,20,34,Medium
9942,21,Male,Europe,Action,22.247101441823038,0,Easy,16,43,19,48,Medium
9949,22,Male,Europe,Simulation,2.6663591130271813,0,Easy,9,95,7,46,Medium
9951,47,Female,Europe,Simulation,17.818522868153792,1,Easy,12,114,27,15,Medium
9960,30,Female,Europe,Action,15.739792970232315,0,Medium,8,99,39,35,Medium
9961,18,Female,Europe,Simulation,12.555055043063875,0,Easy,17,160,74,45,High
9966,21,Male,Europe,Sports,6.608843213656424,0,Easy,0,122,97,44,Low
9967,24,Female,Europe,Sports,1.1719749413313574,0,Hard,11,121,4,7,High
9968,21,Male,Europe,Strategy,9.68720767555282,0,Medium,19,11,66,15,Low
9969,47,Male,Europe,Strategy,15.699623183471868,0,Easy,15,111,99,5,High
9970,37,Female,Europe,Strategy,5.394714301762041,0,Hard,9,75,57,42,Medium
9971,35,Female,Europe,Strategy,23.340344997774952,1,Medium,12,48,66,1,Medium
9975,32,Male,Europe,RPG,17.85900394930026,0,Medium,6,32,64,2,Low
9977,15,Male,Europe,Strategy,18.220465927704115,0,Medium,6,42,1,22,Low
9982,17,Female,Europe,Action,5.818344211504746,0,Easy,4,35,78,46,Medium
9983,37,Female,Europe,Action,13.115062741619234,0,Easy,18,70,43,23,Medium
9984,26,Female,Europe,Sports,20.513087236200384,1,Easy,4,25,7,5,Low
9985,34,Female,Europe,RPG,7.9784093284639965,0,Easy,13,26,19,33,Medium
9988,23,Female,Europe,Sports,5.06198373790616,0,Easy,15,31,31,18,Medium
9992,38,Male,Europe,Sports,15.956790509104284,1,Easy,11,105,86,8,Medium
9994,24,Female,Europe,Strategy,17.056694861106674,0,Medium,17,103,87,22,High
10006,18,Male,Europe,Sports,12.627136947530984,0,Medium,19,35,56,18,Medium
10009,48,Male,Europe,Strategy,21.95929769722276,1,Medium,6,45,15,0,Low
10010,37,Male,Europe,Simulation,13.24973500997122,0,Medium,16,18,5,2,Low
10016,31,Female,Europe,Simulation,13.839058081673128,1,Easy,0,165,2,2,Low
10017,39,Female,Europe,Simulation,17.43524245656221,0,Medium,14,79,23,49,Medium
10018,26,Male,Europe,Strategy,11.61870383242112,0,Hard,11,40,63,20,Medium
10020,36,Female,Europe,Action,15.10207266039392,0,Hard,11,117,5,49,Medium
10025,41,Female,Europe,Action,8.665396723924411,0,Easy,1,150,81,7,Low
10027,26,Male,Europe,Strategy,17.500379655438426,0,Medium,9,32,64,0,High
10031,40,Male,Europe,Strategy,23.36893455103197,1,Medium,10,144,50,14,High
10033,42,Male,Europe,Strategy,2.28585707577695,0,Easy,2,66,4,14,Low
10036,40,Female,Europe,Action,12.416097272699082,0,Hard,2,152,63,15,High
10043,38,Male,Europe,Strategy,11.412490004977997,0,Easy,16,100,20,17,High
10046,47,Male,Europe,RPG,7.229782045132806,0,Easy,9,16,8,3,Low
10050,31,Male,Europe,Strategy,7.532471832912383,1,Easy,8,34,32,26,Low
10054,16,Male,Europe,Strategy,22.919246671810853,0,Hard,8,154,93,15,Medium
10055,23,Female,Europe,RPG,1.7061011025433652,1,Hard,6,58,72,19,Medium
10056,23,Male,Europe,Strategy,19.321886300550787,0,Easy,8,144,31,23,Medium
10058,15,Male,Europe,Action,15.62835615501514,0,Medium,2,14,62,36,Low
10060,39,Male,Europe,Strategy,4.665946065228615,0,Medium,4,97,61,30,Medium
10062,17,Male,Europe,Strategy,2.3489003118710468,0,Hard,10,73,62,16,High
10066,33,Female,Europe,Sports,8.391289808729576,0,Medium,19,81,39,5,High
10069,26,Female,Europe,Simulation,13.792159442336626,0,Easy,5,116,76,24,Medium
10070,30,Female,Europe,Simulation,11.284786948592352,1,Medium,17,99,15,28,High
10072,33,Female,Europe,Action,11.17182703042706,0,Medium,14,76,60,35,Medium
10076,31,Male,Europe,RPG,3.0698671223577376,0,Hard,19,154,68,9,High
10077,37,Male,Europe,Strategy,12.084992021545789,1,Easy,15,173,38,45,High
10079,20,Male,Europe,Action,9.479096803151837,0,Easy,18,160,18,12,High
10084,26,Female,Europe,Sports,20.648943990399065,0,Medium,16,33,78,3,Medium
10093,37,Female,Europe,Action,1.233878057374672,0,Medium,12,158,84,7,High
10095,35,Male,Europe,Simulation,5.54538857117549,0,Easy,7,133,42,25,Medium
10097,21,Female,Europe,Action,15.578916172917292,0,Medium,18,178,42,44,Low
10100,21,Female,Europe,Strategy,18.5313400690661,1,Easy,0,151,32,11,Low
